Date,DJIA_USD,CAC40_EUR,FTSE100_GBP,NIKKEI225_JPY,USD_per_USD,USD_per_GBP,USD_per_EUR,USD_per_JPY,MXN_per_USD,MXN_per_GBP,MXN_per_EUR,MXN_per_JPY
1/27/2005,10467.40039,3891.399902,4853.399902,11341.30957,1,1.8910026550292969,1.304103970527649,0.009722898,11.258000373840332,21.288908597252885,14.681602987726933,0.10946038445176105
1/28/2005,10427.2002,3870.350098,4832.799805,11320.58008,1,1.8887882232666016,1.3044953346252441,0.009734255,11.237000465393066,21.224314143875745,14.658614682286952,0.10938382262434379
1/31/2005,10489.94043,3913.689941,4852.299805,11387.58984,1,1.8841972351074219,1.305193305015564,0.00965251,11.154000282287598,21.016336492273695,14.558126492583483,0.10766409697461363
2/1/2005,10551.94043,3939.179931640625,4906.200195,11384.40039,1,1.883310079574585,1.3039000034332275,0.009648784,11.152999877929688,21.004557087599096,14.542396579123306,0.10761289023168065
2/2/2005,10596.79004,3951.719970703125,4916.200195,11407.13965,1,1.8846944570541382,1.3032032251358032,0.009646922,11.121999740600586,20.961571262467487,14.49422593191025,0.10729306721668569
2/3/2005,10593.09961,3928.939941,4908.299805,11389.34961,1,1.8823884725570679,1.2972019910812378,0.009573042,11.152000427246094,20.992397050199543,14.466397158762447,0.10675857289858785
2/4/2005,10716.12988,3958.010009765625,4941.5,11360.40039,1,1.8732906579971313,1.2857933044433594,0.009611688,11.109999656677246,20.81225856720482,14.285163170923624,0.10678584735593889
2/7/2005,10715.75977,3981.899902,4979.799805,11499.86035,1,1.8580108880996704,1.2764055728912354,0.009540164,11.152999877929688,20.722395208167654,14.23575119864472,0.10640144925015105
2/8/2005,10724.62988,3980.77002,4995.5,11490.42969,1,1.8539118766784668,1.2769924402236938,0.009459843,11.18500042,20.736005118581033,14.283160979749368,0.10580834846738374
2/9/2005,10664.11035,3969.620117,4990.399902,11473.34961,1,1.8591853380203247,1.281295657157898,0.009470594,11.133000373840332,20.69831106321874,14.264665030138872,0.10543612804203964
2/10/2005,10749.61035,3970.370117,5000,11553.55957,1,1.868111252784729,1.287597894668579,0.009450009,11.145000457763672,20.82010076743927,14.350279125496854,0.10532035994996121
2/14/2005,10791.12988,4012.110107421875,5041.799805,11632.2002,1,1.8871841430664062,1.2973029613494873,0.009514748,11.151000022888184,21.043990422527713,14.466225351701041,0.10609895513589288
